Formatted Date,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Temperature (C),Rain
2023-04-10 15:00:00.000 +0200,21.2,0.37,25.7,179.0,10.0,0.0,1010.52,21.2,1
2023-04-10 16:00:00.000 +0200,20.1,0.4,25.3,162.0,10.0,0.0,1009.83,20.1,1
2023-04-10 17:00:00.000 +0200,20.2,0.36,18.1,161.0,10.4,0.0,1009.26,20.2,1
2023-04-10 18:00:00.000 +0200,20.0,0.43,23.4,160.0,10.0,0.0,1008.76,20.0,1
2023-04-10 19:00:00.000 +0200,17.8,0.5,20.0,150.0,11.2,0.0,1008.36,17.8,1
2023-04-10 20:00:00.000 +0200,16.1,0.53,21.4,149.0,10.0,0.0,1008.11,16.1,1
2023-04-10 21:00:00.000 +0200,15.0,0.55,21.4,159.0,10.0,0.0,1008.15,15.0,1
2023-04-10 22:00:00.000 +0200,14.4,0.58,20.0,159.0,15.8,0.0,1007.85,14.4,1
2023-04-10 23:00:00.000 +0200,14.3,0.59,16.5,168.0,15.0,0.0,1007.89,14.3,1
2023-04-11 00:00:00.000 +0200,13.8,0.6,17.1,160.0,15.8,0.0,1007.36,13.8,1
2023-04-11 01:00:00.000 +0200,13.3,0.63,14.4,160.0,15.8,0.0,1007.26,13.3,1
2023-04-11 02:00:00.000 +0200,5.5,0.87,22.0,32.0,6.7,0.0,1005.1,8.6,1
2023-04-11 03:00:00.000 +0200,11.3,0.83,11.3,152.0,15.8,0.0,1007.01,11.3,1
2023-04-11 04:00:00.000 +0200,11.2,0.89,11.2,180.0,9.9,0.0,1006.73,11.2,1
2023-04-11 05:00:00.000 +0200,10.7,0.95,10.4,161.0,6.7,0.0,1006.59,10.7,1
2023-04-11 06:00:00.000 +0200,11.1,0.93,12.0,140.0,6.0,0.0,1006.34,11.1,1
2023-04-11 07:00:00.000 +0200,11.1,0.93,9.2,103.0,10.8,0.0,1006.09,11.1,1
2023-04-11 08:00:00.000 +0200,12.2,0.82,9.9,113.0,10.7,0.0,1005.97,12.2,1
2023-04-11 09:00:00.000 +0200,12.8,0.79,13.8,129.0,10.8,0.0,1005.63,12.8,1
2023-04-11 10:00:00.000 +0200,13.8,0.84,9.1,159.0,10.8,0.0,1005.83,13.8,1
2023-04-11 11:00:00.000 +0200,16.2,0.73,0.6,207.0,10.8,0.0,1005.97,16.2,1
2023-04-11 12:00:00.000 +0200,17.5,0.67,0.7,153.0,10.9,0.0,1005.64,17.5,1
2023-04-11 13:00:00.000 +0200,17.4,0.67,3.9,4.0,10.9,0.0,1005.2,17.4,1
2023-04-11 14:00:00.000 +0200,17.4,0.71,7.8,341.0,11.1,0.0,1005.1,17.4,1
2023-04-11 15:00:00.000 +0200,17.2,0.74,15.6,15.0,10.9,0.0,1004.65,17.2,1
2023-04-11 16:00:00.000 +0200,15.6,0.81,23.7,348.0,10.9,0.0,1004.04,15.6,1
2023-04-11 17:00:00.000 +0200,13.6,0.9,21.0,321.0,7.6,0.0,1004.08,13.6,1
2023-04-11 18:00:00.000 +0200,10.9,0.86,22.4,311.0,2.7,0.0,1004.61,10.9,1
2023-04-11 19:00:00.000 +0200,5.3,0.99,26.5,339.0,2.7,0.0,1004.99,8.8,1
2023-04-11 20:00:00.000 +0200,5.8,0.93,23.2,340.0,3.8,0.0,1004.85,9.0,1
2023-04-11 21:00:00.000 +0200,4.6,0.96,25.4,330.0,4.5,0.0,1004.96,8.2,1
2023-04-11 22:00:00.000 +0200,3.7,0.96,28.1,339.0,4.4,0.0,1005.14,7.7,1
2023-04-11 23:00:00.000 +0200,4.7,0.96,19.3,339.0,5.7,0.0,1005.05,7.8,1
2023-04-12 00:00:00.000 +0200,5.1,0.96,20.4,341.0,3.1,0.0,1004.8,8.2,1
2023-04-12 01:00:00.000 +0200,4.4,0.93,27.9,19.0,3.2,0.0,1004.89,8.2,1
2023-04-12 02:00:00.000 +0200,6.2,0.82,6.7,277.0,14.1,0.0,1007.0,7.3,1
2023-04-12 03:00:00.000 +0200,5.0,0.93,14.9,9.0,6.1,0.0,1004.3,7.6,1
2023-04-12 04:00:00.000 +0200,2.6,0.93,25.0,0.0,6.1,0.0,1003.68,6.6,1
2023-04-12 05:00:00.000 +0200,3.2,0.93,19.8,350.0,6.2,0.0,1003.86,6.7,1
2023-04-12 06:00:00.000 +0200,1.7,0.93,28.1,349.0,8.0,0.0,1003.57,6.1,1
2023-04-12 07:00:00.000 +0200,1.6,0.93,28.0,348.0,6.3,0.0,1003.96,6.1,1
2023-04-12 08:00:00.000 +0200,1.5,0.93,30.9,349.0,10.5,0.0,1004.1,6.1,1
2023-04-12 09:00:00.000 +0200,2.7,0.8,32.2,349.0,11.2,0.0,1004.26,7.1,1
2023-04-12 10:00:00.000 +0200,3.2,0.86,26.5,339.0,11.3,0.0,1004.18,7.2,1
2023-04-12 11:00:00.000 +0200,3.5,0.84,28.3,339.0,10.5,0.0,1004.23,7.6,1
2023-04-12 12:00:00.000 +0200,5.2,0.77,29.8,348.0,11.3,0.0,1004.47,8.9,1
2023-04-12 13:00:00.000 +0200,6.6,0.71,28.5,339.0,11.3,0.0,1004.52,10.0,1
2023-04-12 14:00:00.000 +0200,6.6,0.71,28.5,338.0,11.1,0.0,1004.29,9.9,1
2023-04-12 15:00:00.000 +0200,11.1,0.71,25.7,320.0,11.3,0.0,1003.93,11.1,1
2023-04-12 16:00:00.000 +0200,10.1,0.76,25.3,311.0,11.3,0.0,1004.0,10.1,1
2023-04-12 17:00:00.000 +0200,11.0,0.66,21.4,311.0,10.0,0.0,1004.3,11.0,1
2023-04-12 18:00:00.000 +0200,10.7,0.7,17.9,310.0,14.9,0.0,1004.0,10.7,1
2023-04-12 19:00:00.000 +0200,10.1,0.7,15.2,328.0,10.0,0.0,1004.39,10.1,1
2023-04-12 20:00:00.000 +0200,7.7,0.66,15.7,348.0,11.0,0.0,1005.48,9.9,1
2023-04-12 21:00:00.000 +0200,6.8,0.71,12.4,20.0,10.0,0.0,1005.89,8.8,1
2023-04-12 22:00:00.000 +0200,5.4,0.72,13.9,28.0,15.8,0.0,1006.37,7.8,1
2023-04-12 23:00:00.000 +0200,6.1,0.72,9.8,11.0,15.0,0.0,1006.56,7.9,1
2023-04-13 00:00:00.000 +0200,6.2,0.75,6.7,326.0,15.9,0.0,1007.07,7.3,1
2023-04-13 01:00:00.000 +0200,6.0,0.75,7.1,309.0,15.9,0.0,1007.37,7.2,1
2023-04-13 02:00:00.000 +0200,5.4,0.88,3.7,193.0,10.0,0.0,1012.23,5.4,1
2023-04-13 03:00:00.000 +0200,4.6,0.76,14.5,273.0,15.8,0.0,1007.28,7.2,1
2023-04-13 04:00:00.000 +0200,3.2,0.7,20.5,300.0,15.8,0.0,1007.18,6.7,1
2023-04-13 05:00:00.000 +0200,2.7,0.73,19.3,309.0,15.0,0.0,1007.39,6.2,1
2023-04-13 06:00:00.000 +0200,2.8,0.76,17.4,300.0,10.0,0.0,1007.67,6.1,1
2023-04-13 07:00:00.000 +0200,2.4,0.76,20.4,300.0,10.0,0.0,1007.98,6.1,1
2023-04-13 08:00:00.000 +0200,2.9,0.76,17.0,307.0,10.0,0.0,1008.57,6.2,1
2023-04-13 09:00:00.000 +0200,3.8,0.71,20.5,319.0,10.0,0.0,1008.87,7.2,1
2023-04-13 10:00:00.000 +0200,4.2,0.73,17.6,328.0,10.0,0.0,1009.44,7.3,1
2023-04-13 11:00:00.000 +0200,4.8,0.72,14.4,318.0,10.0,0.0,1010.03,7.4,1
2023-04-13 12:00:00.000 +0200,6.1,0.7,10.8,321.0,10.0,0.0,1010.22,8.0,1
2023-04-13 13:00:00.000 +0200,7.6,0.7,4.9,349.0,10.0,0.0,1010.39,8.0,1
2023-04-13 14:00:00.000 +0200,9.1,0.65,2.4,348.0,10.0,0.0,1010.24,9.1,1
2023-04-13 15:00:00.000 +0200,9.1,0.62,0.3,243.0,10.0,0.0,1010.0,9.1,1
2023-04-13 16:00:00.000 +0200,9.1,0.65,3.3,177.0,11.2,0.0,1009.98,9.1,1
2023-04-13 17:00:00.000 +0200,9.2,0.65,3.0,170.0,11.0,0.0,1010.05,9.2,1
2023-04-13 18:00:00.000 +0200,7.5,0.7,10.5,172.0,10.0,0.0,1010.1,9.1,1
2023-04-13 19:00:00.000 +0200,6.8,0.75,7.3,172.0,10.0,0.0,1010.39,8.0,1
2023-04-13 20:00:00.000 +0200,6.4,0.75,9.5,150.0,10.0,0.0,1010.91,8.1,1
2023-04-13 21:00:00.000 +0200,6.1,0.82,10.0,142.0,10.0,0.0,1011.32,7.9,1
2023-04-13 22:00:00.000 +0200,4.8,0.83,13.7,141.0,12.0,0.0,1011.61,7.3,1
2023-04-13 23:00:00.000 +0200,5.2,0.84,11.5,141.0,14.2,0.0,1011.97,7.3,1
2023-04-14 00:00:00.000 +0200,4.1,0.85,12.7,142.0,14.9,0.0,1012.22,6.6,1
2023-04-14 01:00:00.000 +0200,3.4,0.88,12.9,130.0,14.9,0.0,1012.74,6.1,1
2023-04-14 02:00:00.000 +0200,8.3,0.88,0.7,359.0,15.0,0.0,1015.35,8.3,1
2023-04-14 03:00:00.000 +0200,4.1,0.91,5.5,166.0,10.0,0.0,1013.29,5.2,1
2023-04-14 04:00:00.000 +0200,2.6,0.94,5.2,145.0,10.0,0.0,1013.39,3.7,1
2023-04-14 05:00:00.000 +0200,3.7,0.93,5.6,170.0,5.9,0.0,1013.45,4.9,1
2023-04-14 06:00:00.000 +0200,5.2,0.92,4.8,178.0,1.2,0.0,1013.4,5.2,1
2023-04-14 07:00:00.000 +0200,4.6,0.92,7.9,223.0,7.2,0.0,1013.81,6.3,1
2023-04-14 08:00:00.000 +0200,6.1,0.87,9.8,240.0,10.7,0.0,1014.7,7.8,1
2023-04-14 09:00:00.000 +0200,10.1,0.76,9.7,231.0,11.2,0.0,1014.67,10.1,1
2023-04-14 10:00:00.000 +0200,12.2,0.66,14.5,230.0,10.0,0.0,1014.66,12.2,1
2023-04-14 11:00:00.000 +0200,12.7,0.63,20.3,214.0,11.0,0.0,1014.8,12.7,1
2023-04-14 12:00:00.000 +0200,13.9,0.58,23.6,222.0,11.3,0.0,1014.47,13.9,1
2023-04-14 13:00:00.000 +0200,15.1,0.59,22.3,241.0,11.3,0.0,1014.16,15.1,1
2023-04-14 14:00:00.000 +0200,15.2,0.5,14.7,235.0,11.4,0.0,1014.07,15.2,1
2023-04-14 15:00:00.000 +0200,16.2,0.44,14.5,238.0,11.3,0.0,1013.34,16.2,1
2023-04-14 16:00:00.000 +0200,16.3,0.55,14.7,211.0,11.3,0.0,1012.72,16.3,1
2023-04-14 17:00:00.000 +0200,16.3,0.5,19.6,221.0,11.4,0.0,1012.38,16.3,1
2023-04-14 18:00:00.000 +0200,16.1,0.56,14.8,215.0,11.1,0.0,1012.38,16.1,1
2023-04-14 19:00:00.000 +0200,13.0,0.68,12.0,224.0,11.3,0.0,1012.72,13.0,1
2023-04-14 20:00:00.000 +0200,13.9,0.64,11.6,231.0,11.4,0.0,1013.42,13.9,1
2023-04-14 21:00:00.000 +0200,12.8,0.69,14.2,358.0,10.0,0.0,1014.41,12.8,1
2023-04-14 22:00:00.000 +0200,12.2,0.72,11.3,8.0,15.9,0.0,1014.89,12.2,1
2023-04-14 23:00:00.000 +0200,10.7,0.81,5.8,59.0,15.0,0.0,1014.91,10.7,1
2023-04-15 00:00:00.000 +0200,10.4,0.83,2.6,63.0,15.9,0.0,1014.75,10.4,1
2023-04-15 01:00:00.000 +0200,9.5,0.8,5.3,65.0,15.9,0.0,1015.55,9.8,1
2023-04-15 02:00:00.000 +0200,11.0,0.74,11.4,146.0,15.0,0.0,1015.7,11.0,1
2023-04-15 03:00:00.000 +0200,7.1,0.93,3.7,305.0,14.9,0.0,1016.43,7.1,1
2023-04-15 04:00:00.000 +0200,5.6,0.89,10.9,327.0,14.9,0.0,1016.56,7.6,1
2023-04-15 05:00:00.000 +0200,6.6,0.86,6.5,319.0,13.4,0.0,1017.15,7.6,1
2023-04-15 06:00:00.000 +0200,4.9,0.86,11.4,271.0,10.0,0.0,1017.37,7.0,1
2023-04-15 07:00:00.000 +0200,7.0,0.84,9.7,297.0,10.0,0.0,1018.25,8.6,1
2023-04-15 08:00:00.000 +0200,7.4,0.84,16.0,289.0,10.0,0.0,1019.24,9.7,1
2023-04-15 09:00:00.000 +0200,12.1,0.72,13.2,310.0,10.0,0.0,1019.83,12.1,1
2023-04-15 10:00:00.000 +0200,12.8,0.71,13.2,301.0,11.2,0.0,1020.51,12.8,1
2023-04-15 11:00:00.000 +0200,13.8,0.65,9.7,307.0,11.4,0.0,1020.91,13.8,1
2023-04-15 12:00:00.000 +0200,16.0,0.48,11.2,307.0,11.3,0.0,1020.6,16.0,1
2023-04-15 13:00:00.000 +0200,17.1,0.47,12.7,308.0,11.3,0.0,1020.39,17.1,1
2023-04-15 14:00:00.000 +0200,17.1,0.43,10.6,279.0,11.4,0.0,1020.34,17.1,1
2023-04-15 15:00:00.000 +0200,17.8,0.4,8.0,272.0,11.2,0.0,1019.7,17.8,1
2023-04-15 16:00:00.000 +0200,17.8,0.37,2.6,351.0,11.2,0.0,1018.89,17.8,1
2023-04-15 17:00:00.000 +0200,17.8,0.43,11.0,175.0,10.4,0.0,1018.48,17.8,1
2023-04-15 18:00:00.000 +0200,16.2,0.52,9.2,172.0,10.0,0.0,1017.87,16.2,1
2023-04-15 19:00:00.000 +0200,14.1,0.63,9.2,160.0,10.0,0.0,1017.56,14.1,1
2023-04-15 20:00:00.000 +0200,13.1,0.67,9.3,138.0,10.0,0.0,1017.38,13.1,1
2023-04-15 21:00:00.000 +0200,12.3,0.72,9.5,141.0,10.0,0.0,1017.58,12.3,1
2023-04-15 22:00:00.000 +0200,12.8,0.66,11.1,141.0,15.8,0.0,1017.65,12.8,1
2023-04-15 23:00:00.000 +0200,12.7,0.67,13.4,149.0,15.0,0.0,1017.36,12.7,1
2023-04-16 00:00:00.000 +0200,12.3,0.69,14.1,151.0,15.8,0.0,1016.8,12.3,1
2023-04-16 01:00:00.000 +0200,11.7,0.71,11.3,158.0,15.8,0.0,1016.64,11.7,1
2023-04-16 02:00:00.000 +0200,10.8,0.86,9.2,259.0,14.2,0.0,1013.13,10.8,1
2023-04-16 03:00:00.000 +0200,12.2,0.59,14.2,141.0,15.8,0.0,1014.79,12.2,1
2023-04-16 04:00:00.000 +0200,12.2,0.6,14.3,151.0,15.8,0.0,1014.25,12.2,1
2023-04-16 05:00:00.000 +0200,11.7,0.68,13.8,152.0,15.0,0.0,1013.95,11.7,1
2023-04-16 06:00:00.000 +0200,11.2,0.77,14.0,132.0,10.0,0.0,1013.63,11.2,1
2023-04-16 07:00:00.000 +0200,11.1,0.77,15.5,150.0,10.0,0.0,1013.27,11.1,1
2023-04-16 08:00:00.000 +0200,11.4,0.77,13.9,163.0,10.4,0.0,1013.56,11.4,1
2023-04-16 09:00:00.000 +0200,13.0,0.81,14.5,209.0,10.0,0.0,1012.85,13.0,1
2023-04-16 10:00:00.000 +0200,17.2,0.62,25.0,221.0,11.3,0.0,1012.15,17.2,1
2023-04-16 11:00:00.000 +0200,17.7,0.53,27.4,230.0,11.4,0.0,1011.71,17.7,1
2023-04-16 12:00:00.000 +0200,17.8,0.56,22.2,251.0,11.3,0.0,1011.28,17.8,1
2023-04-16 13:00:00.000 +0200,18.9,0.56,23.5,250.0,11.3,0.0,1010.99,18.9,1
2023-04-16 14:00:00.000 +0200,18.7,0.56,19.9,240.0,11.4,0.0,1010.93,18.7,1
2023-04-16 15:00:00.000 +0200,17.8,0.56,17.5,243.0,11.3,0.0,1010.7,17.8,1
2023-04-16 16:00:00.000 +0200,17.8,0.59,17.7,281.0,11.3,0.0,1010.52,17.8,1
2023-04-16 17:00:00.000 +0200,17.4,0.57,19.6,295.0,11.4,0.0,1010.69,17.4,1
2023-04-16 18:00:00.000 +0200,16.1,0.67,21.8,280.0,11.2,0.0,1010.86,16.1,1
2023-04-16 19:00:00.000 +0200,14.9,0.73,17.3,280.0,11.2,0.0,1011.14,14.9,1
2023-04-16 20:00:00.000 +0200,13.9,0.78,11.8,279.0,11.3,0.0,1011.64,13.9,1
2023-04-16 21:00:00.000 +0200,12.8,0.84,11.0,270.0,11.1,0.0,1012.02,12.8,1
2023-04-16 22:00:00.000 +0200,12.8,0.84,11.1,277.0,15.7,0.0,1012.21,12.8,1
2023-04-16 23:00:00.000 +0200,12.4,0.86,7.3,239.0,14.9,0.0,1012.33,12.4,1
2023-04-17 00:00:00.000 +0200,11.2,0.93,6.9,241.0,15.8,0.0,1012.6,11.2,1
2023-04-17 01:00:00.000 +0200,11.7,0.9,11.2,242.0,15.8,0.0,1012.8,11.7,1
2023-04-17 02:00:00.000 +0200,7.4,0.95,10.3,266.0,6.8,0.0,1012.66,9.0,1
2023-04-17 03:00:00.000 +0200,10.6,0.93,11.2,278.0,14.9,0.0,1012.32,10.6,1
2023-04-17 04:00:00.000 +0200,10.5,0.89,14.0,269.0,14.9,0.0,1012.33,10.5,1
2023-04-17 05:00:00.000 +0200,10.6,0.87,7.3,269.0,14.2,0.0,1012.55,10.6,1
2023-04-17 06:00:00.000 +0200,9.3,0.89,6.7,297.0,15.8,0.0,1012.71,10.0,1
2023-04-17 07:00:00.000 +0200,11.0,0.86,7.9,307.0,10.0,0.0,1013.01,11.0,1
2023-04-17 08:00:00.000 +0200,13.5,0.75,11.9,305.0,10.0,0.0,1013.23,13.5,1
2023-04-17 09:00:00.000 +0200,13.9,0.68,20.0,308.0,11.2,0.0,1013.31,13.9,1
2023-04-17 10:00:00.000 +0200,15.0,0.67,17.6,300.0,11.2,0.0,1013.4,15.0,1
2023-04-17 11:00:00.000 +0200,17.2,0.57,16.0,319.0,11.4,0.0,1013.27,17.2,1
2023-04-17 12:00:00.000 +0200,16.2,0.62,16.3,309.0,11.3,0.0,1013.02,16.2,1
2023-04-17 13:00:00.000 +0200,17.8,0.56,17.8,290.0,11.2,0.0,1013.03,17.8,1
2023-04-17 14:00:00.000 +0200,18.4,0.54,19.1,297.0,15.4,0.0,1012.55,18.4,1
2023-04-17 15:00:00.000 +0200,17.8,0.59,17.6,319.0,11.3,0.0,1012.03,17.8,1
2023-04-17 16:00:00.000 +0200,17.3,0.57,20.3,310.0,11.3,0.0,1011.81,17.3,1
2023-04-17 17:00:00.000 +0200,17.5,0.55,13.7,316.0,11.4,0.0,1011.33,17.5,1
2023-04-17 18:00:00.000 +0200,17.3,0.54,14.4,309.0,10.0,0.0,1011.2,17.3,1
2023-04-17 19:00:00.000 +0200,15.1,0.61,10.9,310.0,10.0,0.0,1011.5,15.1,1
2023-04-17 20:00:00.000 +0200,13.3,0.69,4.7,325.0,10.0,0.0,1011.76,13.3,1
2023-04-17 21:00:00.000 +0200,12.3,0.72,4.7,282.0,10.0,0.0,1012.01,12.3,1
2023-04-17 22:00:00.000 +0200,10.7,0.79,3.6,281.0,15.8,0.0,1012.31,10.7,1
2023-04-17 23:00:00.000 +0200,9.4,0.85,5.7,274.0,15.0,0.0,1012.51,9.9,1
2023-04-18 00:00:00.000 +0200,7.9,0.88,11.3,280.0,12.0,0.0,1012.52,9.5,1
2023-04-18 01:00:00.000 +0200,8.4,0.92,3.1,255.0,12.0,0.0,1012.61,8.4,1
2023-04-18 02:00:00.000 +0200,13.0,0.82,9.6,46.0,15.0,0.0,1011.27,13.0,1
2023-04-18 03:00:00.000 +0200,7.7,0.96,3.4,277.0,4.3,0.0,1012.54,7.7,1
2023-04-18 04:00:00.000 +0200,6.1,0.96,3.3,284.0,4.1,0.0,1012.44,6.1,1
2023-04-18 05:00:00.000 +0200,6.5,0.95,3.0,283.0,4.8,0.0,1012.62,6.5,1
2023-04-18 06:00:00.000 +0200,6.6,0.96,3.3,313.0,2.9,0.0,1012.75,6.6,1
2023-04-18 07:00:00.000 +0200,8.7,0.93,1.4,290.0,5.8,0.0,1012.96,8.7,1
2023-04-18 08:00:00.000 +0200,12.0,0.81,2.4,345.0,9.6,0.0,1013.38,12.0,1
2023-04-18 09:00:00.000 +0200,13.8,0.78,4.2,16.0,9.7,0.0,1013.14,13.8,1
2023-04-18 10:00:00.000 +0200,15.1,0.77,7.4,332.0,9.9,0.0,1013.33,15.1,1
2023-04-18 11:00:00.000 +0200,16.5,0.68,7.8,350.0,11.1,0.0,1013.56,16.5,1
2023-04-18 12:00:00.000 +0200,17.3,0.62,7.4,330.0,11.3,0.0,1013.61,17.3,1
2023-04-18 13:00:00.000 +0200,17.9,0.64,8.4,12.0,11.3,0.0,1013.11,17.9,1
2023-04-18 14:00:00.000 +0200,19.0,0.47,7.1,39.0,11.4,0.0,1012.69,19.0,1
2023-04-18 15:00:00.000 +0200,19.0,0.51,10.9,3.0,11.3,0.0,1012.2,19.0,1
2023-04-18 16:00:00.000 +0200,19.0,0.55,4.8,9.0,11.2,0.0,1011.7,19.0,1
2023-04-18 17:00:00.000 +0200,19.0,0.53,4.8,33.0,11.4,0.0,1011.4,19.0,1
2023-04-18 18:00:00.000 +0200,17.9,0.64,10.9,24.0,11.2,0.0,1011.32,17.9,1
2023-04-18 19:00:00.000 +0200,17.3,0.62,10.9,33.0,10.0,0.0,1011.23,17.3,1
2023-04-18 20:00:00.000 +0200,16.2,0.61,5.1,25.0,10.4,0.0,1011.5,16.2,1
2023-04-18 21:00:00.000 +0200,14.9,0.72,9.2,32.0,10.0,0.0,1012.05,14.9,1
2023-04-18 22:00:00.000 +0200,14.3,0.75,10.9,31.0,15.8,0.0,1012.15,14.3,1
2023-04-18 23:00:00.000 +0200,14.5,0.75,6.4,47.0,15.0,0.0,1012.09,14.5,1
2023-04-19 00:00:00.000 +0200,14.4,0.75,6.5,67.0,15.8,0.0,1011.83,14.4,1
2023-04-19 01:00:00.000 +0200,14.9,0.72,14.2,60.0,15.8,0.0,1011.45,14.9,1
2023-04-19 02:00:00.000 +0200,10.4,0.92,3.6,144.0,2.0,0.0,1012.05,10.4,1
2023-04-19 03:00:00.000 +0200,12.8,0.83,8.4,57.0,11.2,0.0,1011.18,12.8,1
2023-04-19 04:00:00.000 +0200,12.8,0.85,14.4,31.0,14.9,0.0,1010.07,12.8,1
2023-04-19 05:00:00.000 +0200,12.8,0.86,13.9,12.0,14.2,0.0,1009.83,12.8,1
2023-04-19 06:00:00.000 +0200,12.3,0.85,15.8,12.0,11.2,0.0,1009.8,12.3,1
2023-04-19 07:00:00.000 +0200,12.3,0.85,15.6,2.0,11.3,0.0,1009.99,12.3,1
2023-04-19 08:00:00.000 +0200,12.2,0.82,12.4,11.0,11.1,0.0,1010.21,12.2,1
2023-04-19 09:00:00.000 +0200,12.2,0.8,20.4,11.0,11.3,0.0,1010.41,12.2,1
2023-04-19 10:00:00.000 +0200,12.7,0.83,22.1,19.0,11.3,0.0,1010.33,12.7,1
2023-04-19 11:00:00.000 +0200,15.6,0.78,22.3,18.0,10.4,0.0,1010.43,15.6,1
2023-04-19 12:00:00.000 +0200,16.0,0.78,18.1,20.0,11.2,0.0,1010.29,16.0,1
2023-04-19 13:00:00.000 +0200,17.2,0.67,17.6,48.0,11.2,0.0,1010.1,17.2,1
2023-04-19 14:00:00.000 +0200,17.2,0.71,14.1,46.0,11.0,0.0,1009.96,17.2,1
2023-04-19 15:00:00.000 +0200,17.8,0.69,13.4,29.0,11.2,0.0,1009.86,17.8,1
